en,extension,file,gen,id,length
Chimney Swift,.mp3,https://xeno-canto.org/781097/download,Chaetura,781097,0:09
Chimney Swift,.mp3,https://xeno-canto.org/676768/download,Chaetura,676768,0:06
Chimney Swift,.mp3,https://xeno-canto.org/636539/download,Chaetura,636539,0:17
Chestnut-sided Warbler,.mp3,https://xeno-canto.org/787013/download,Setophaga,787013,4:46
Chestnut-sided Warbler,.mp3,https://xeno-canto.org/732487/download,Setophaga,732487,0:56
Chestnut-sided Warbler,.mp3,https://xeno-canto.org/727282/download,Setophaga,727282,0:54
Chestnut-sided Warbler,.mp3,https://xeno-canto.org/727281/download,Setophaga,727281,0:34
Chestnut-sided Warbler,.mp3,https://xeno-canto.org/726996/download,Setophaga,726996,0:30
Chukar Partridge,.mp3,https://xeno-canto.org/779596/download,Alectoris,779596,0:09
Chukar Partridge,.mp3,https://xeno-canto.org/777980/download,Alectoris,777980,0:07
Chukar Partridge,.mp3,https://xeno-canto.org/777598/download,Alectoris,777598,0:24
Chukar Partridge,.mp3,https://xeno-canto.org/773235/download,Alectoris,773235,1:09
Chukar Partridge,.wav,https://xeno-canto.org/784130/download,Alectoris,784130,0:13
Clark's Nutcracker,.mp3,https://xeno-canto.org/711123/download,Nucifraga,711123,0:10
Clark's Nutcracker,.mp3,https://xeno-canto.org/704701/download,Nucifraga,704701,0:27
Clark's Nutcracker,.mp3,https://xeno-canto.org/673546/download,Nucifraga,673546,0:23
Clark's Nutcracker,.mp3,https://xeno-canto.org/666141/download,Nucifraga,666141,0:07
Clark's Nutcracker,.mp3,https://xeno-canto.org/640375/download,Nucifraga,640375,0:11
American Cliff Swallow,.mp3,https://xeno-canto.org/790941/download,Petrochelidon,790941,0:24
American Cliff Swallow,.mp3,https://xeno-canto.org/737195/download,Petrochelidon,737195,0:49
American Cliff Swallow,.mp3,https://xeno-canto.org/736221/download,Petrochelidon,736221,0:37
American Cliff Swallow,.mp3,https://xeno-canto.org/723708/download,Petrochelidon,723708,0:59
American Cliff Swallow,.mp3,https://xeno-canto.org/636525/download,Petrochelidon,636525,1:24
Common Goldeneye,.mp3,https://xeno-canto.org/792699/download,Bucephala,792699,0:49
Common Goldeneye,.wav,https://xeno-canto.org/784950/download,Bucephala,784950,0:30
Common Goldeneye,.mp3,https://xeno-canto.org/780298/download,Bucephala,780298,0:14
Common Goldeneye,.mp3,https://xeno-canto.org/765958/download,Bucephala,765958,0:49
Common Goldeneye,.mp3,https://xeno-canto.org/765957/download,Bucephala,765957,0:33
Common Grackle,.wav,https://xeno-canto.org/786673/download,Quiscalus,786673,1:16
Common Grackle,.wav,https://xeno-canto.org/786672/download,Quiscalus,786672,0:35
Common Grackle,.mp3,https://xeno-canto.org/786565/download,Quiscalus,786565,1:08
Common Grackle,.mp3,https://xeno-canto.org/786564/download,Quiscalus,786564,1:13
Common Grackle,.mp3,https://xeno-canto.org/786562/download,Quiscalus,786562,2:12
Common Loon,.wav,https://xeno-canto.org/756930/download,Gavia,756930,1:07
Common Loon,.mp3,https://xeno-canto.org/751279/download,Gavia,751279,0:32
Common Loon,.mp3,https://xeno-canto.org/681331/download,Gavia,681331,0:27
Common Loon,.mp3,https://xeno-canto.org/659476/download,Gavia,659476,1:49
Common Loon,.mp3,https://xeno-canto.org/614832/download,Gavia,614832,0:06
Common Merganser,.mp3,https://xeno-canto.org/785545/download,Mergus,785545,1:45
Common Merganser,.mp3,https://xeno-canto.org/785544/download,Mergus,785544,2:44
Common Merganser,.wav,https://xeno-canto.org/781596/download,Mergus,781596,0:06
Common Merganser,.wav,https://xeno-canto.org/759927/download,Mergus,759927,0:30
Common Merganser,.wav,https://xeno-canto.org/759926/download,Mergus,759926,0:47
Common Nighthawk,.wav,https://xeno-canto.org/779673/download,Chordeiles,779673,2:43
Common Nighthawk,.mp3,https://xeno-canto.org/735866/download,Chordeiles,735866,1:07
Common Nighthawk,.mp3,https://xeno-canto.org/719733/download,Chordeiles,719733,0:45
Common Nighthawk,.mp3,https://xeno-canto.org/716165/download,Chordeiles,716165,0:56
Common Nighthawk,.mp3,https://xeno-canto.org/712740/download,Chordeiles,712740,0:40
Northern Raven,.mp3,https://xeno-canto.org/794347/download,Corvus,794347,0:30
Northern Raven,.mp3,https://xeno-canto.org/794315/download,Corvus,794315,3:45
Northern Raven,.wav,https://xeno-canto.org/794196/download,Corvus,794196,0:52
Northern Raven,.wav,https://xeno-canto.org/793547/download,Corvus,793547,1:49
Northern Raven,.mp3,https://xeno-canto.org/791384/download,Corvus,791384,1:10
Common Redpoll,.wav,https://xeno-canto.org/792794/download,Acanthis,792794,0:52
Common Redpoll,.wav,https://xeno-canto.org/792757/download,Acanthis,792757,0:22
Common Redpoll,.mp3,https://xeno-canto.org/791647/download,Acanthis,791647,0:12
Common Redpoll,.mp3,https://xeno-canto.org/780967/download,Acanthis,780967,1:54
Common Redpoll,.mp3,https://xeno-canto.org/780966/download,Acanthis,780966,0:58
Common Tern,.wav,https://xeno-canto.org/794211/download,Sterna,794211,0:15
Common Tern,.wav,https://xeno-canto.org/794210/download,Sterna,794210,0:43
Common Tern,.wav,https://xeno-canto.org/794209/download,Sterna,794209,0:42
Common Tern,.wav,https://xeno-canto.org/794029/download,Sterna,794029,0:10
Common Tern,.mp3,https://xeno-canto.org/791778/download,Sterna,791778,0:11
Common Yellowthroat,.mp3,https://xeno-canto.org/786001/download,Geothlypis,786001,0:32
Common Yellowthroat,.mp3,https://xeno-canto.org/784620/download,Geothlypis,784620,1:25
Common Yellowthroat,.mp3,https://xeno-canto.org/782166/download,Geothlypis,782166,0:37
Common Yellowthroat,.mp3,https://xeno-canto.org/781696/download,Geothlypis,781696,2:44
Common Yellowthroat,.mp3,https://xeno-canto.org/781695/download,Geothlypis,781695,7:40
Cooper's Hawk,.wav,https://xeno-canto.org/794271/download,Accipiter,794271,0:29
Cooper's Hawk,.mp3,https://xeno-canto.org/771790/download,Accipiter,771790,0:41
Cooper's Hawk,.mp3,https://xeno-canto.org/737238/download,Accipiter,737238,0:21
Cooper's Hawk,.mp3,https://xeno-canto.org/720968/download,Accipiter,720968,0:35
Cooper's Hawk,.mp3,https://xeno-canto.org/692318/download,Accipiter,692318,1:12
Costa's Hummingbird,.mp3,https://xeno-canto.org/703968/download,Calypte,703968,0:22
Costa's Hummingbird,.mp3,https://xeno-canto.org/698969/download,Calypte,698969,0:20
Costa's Hummingbird,.mp3,https://xeno-canto.org/670289/download,Calypte,670289,0:10
Costa's Hummingbird,.mp3,https://xeno-canto.org/639288/download,Calypte,639288,0:31
Costa's Hummingbird,.mp3,https://xeno-canto.org/629014/download,Calypte,629014,1:24
California Scrub Jay,.mp3,https://xeno-canto.org/746104/download,Aphelocoma,746104,1:58
California Scrub Jay,.mp3,https://xeno-canto.org/743819/download,Aphelocoma,743819,0:38
California Scrub Jay,.mp3,https://xeno-canto.org/743815/download,Aphelocoma,743815,0:23
California Scrub Jay,.mp3,https://xeno-canto.org/743809/download,Aphelocoma,743809,0:18
California Scrub Jay,.mp3,https://xeno-canto.org/743808/download,Aphelocoma,743808,0:07
Dark-eyed Junco,.mp3,https://xeno-canto.org/776032/download,Junco,776032,0:55
Dark-eyed Junco,.wav,https://xeno-canto.org/766386/download,Junco,766386,0:22
Dark-eyed Junco,.mp3,https://xeno-canto.org/749982/download,Junco,749982,0:46
Dark-eyed Junco,.mp3,https://xeno-canto.org/749747/download,Junco,749747,2:18
Dark-eyed Junco,.mp3,https://xeno-canto.org/737551/download,Junco,737551,0:49
Double-crested Cormorant,.mp3,https://xeno-canto.org/745965/download,Nannopterum,745965,1:07
Double-crested Cormorant,.mp3,https://xeno-canto.org/638603/download,Nannopterum,638603,0:12
Double-crested Cormorant,.mp3,https://xeno-canto.org/638602/download,Nannopterum,638602,0:11
Double-crested Cormorant,.mp3,https://xeno-canto.org/780997/download,Nannopterum,780997,0:43
Double-crested Cormorant,.mp3,https://xeno-canto.org/780996/download,Nannopterum,780996,0:16
Downy Woodpecker,.mp3,https://xeno-canto.org/793716/download,Dryobates,793716,1:33
Downy Woodpecker,.mp3,https://xeno-canto.org/772367/download,Dryobates,772367,0:16
Downy Woodpecker,.mp3,https://xeno-canto.org/772366/download,Dryobates,772366,0:21
Downy Woodpecker,.mp3,https://xeno-canto.org/772365/download,Dryobates,772365,0:15
Downy Woodpecker,.mp3,https://xeno-canto.org/772363/download,Dryobates,772363,0:18
American Dusky Flycatcher,.wav,https://xeno-canto.org/780426/download,Empidonax,780426,4:55
American Dusky Flycatcher,.mp3,https://xeno-canto.org/769231/download,Empidonax,769231,3:30
American Dusky Flycatcher,.mp3,https://xeno-canto.org/769221/download,Empidonax,769221,7:05
American Dusky Flycatcher,.wav,https://xeno-canto.org/769218/download,Empidonax,769218,2:48
American Dusky Flycatcher,.mp3,https://xeno-canto.org/748376/download,Empidonax,748376,1:49
Black-necked Grebe,.mp3,https://xeno-canto.org/790817/download,Podiceps,790817,0:44
Black-necked Grebe,.wav,https://xeno-canto.org/788103/download,Podiceps,788103,0:10
Black-necked Grebe,.mp3,https://xeno-canto.org/635743/download,Podiceps,635743,0:05
Black-necked Grebe,.mp3,https://xeno-canto.org/601775/download,Podiceps,601775,0:21
Black-necked Grebe,.mp3,https://xeno-canto.org/790818/download,Podiceps,790818,4:15
Eastern Bluebird,.mp3,https://xeno-canto.org/712412/download,Sialia,712412,1:22
Eastern Bluebird,.mp3,https://xeno-canto.org/638302/download,Sialia,638302,0:39
Eastern Bluebird,.mp3,https://xeno-canto.org/626711/download,Sialia,626711,0:52
Eastern Bluebird,.mp3,https://xeno-canto.org/608740/download,Sialia,608740,0:22
Eastern Bluebird,.mp3,https://xeno-canto.org/604632/download,Sialia,604632,0:30
Eastern Kingbird,.mp3,https://xeno-canto.org/691320/download,Tyrannus,691320,0:48
Eastern Kingbird,.mp3,https://xeno-canto.org/612984/download,Tyrannus,612984,0:45
Eastern Kingbird,.mp3,https://xeno-canto.org/781038/download,Tyrannus,781038,0:11
Eastern Kingbird,.mp3,https://xeno-canto.org/781037/download,Tyrannus,781037,0:51
Eastern Kingbird,.mp3,https://xeno-canto.org/775289/download,Tyrannus,775289,0:50
Eastern Meadowlark,.mp3,https://xeno-canto.org/772217/download,Sturnella,772217,5:35
Eastern Meadowlark,.mp3,https://xeno-canto.org/737191/download,Sturnella,737191,1:21
Eastern Meadowlark,.mp3,https://xeno-canto.org/729868/download,Sturnella,729868,1:12
Eastern Meadowlark,.mp3,https://xeno-canto.org/717101/download,Sturnella,717101,1:00
Eastern Meadowlark,.mp3,https://xeno-canto.org/707943/download,Sturnella,707943,0:50
Eastern Phoebe,.mp3,https://xeno-canto.org/713591/download,Sayornis,713591,0:50
Eastern Phoebe,.mp3,https://xeno-canto.org/713589/download,Sayornis,713589,0:20
Eastern Phoebe,.mp3,https://xeno-canto.org/682550/download,Sayornis,682550,0:36
Eastern Phoebe,.mp3,https://xeno-canto.org/656391/download,Sayornis,656391,2:04
Eastern Phoebe,.mp3,https://xeno-canto.org/652269/download,Sayornis,652269,0:52
Eastern Towhee,.mp3,https://xeno-canto.org/787078/download,Pipilo,787078,0:55
Eastern Towhee,.mp3,https://xeno-canto.org/786139/download,Pipilo,786139,1:12
Eastern Towhee,.mp3,https://xeno-canto.org/785767/download,Pipilo,785767,0:46
Eastern Towhee,.wav,https://xeno-canto.org/784135/download,Pipilo,784135,0:57
Eastern Towhee,.mp3,https://xeno-canto.org/779377/download,Pipilo,779377,0:22
Eastern Wood Pewee,.mp3,https://xeno-canto.org/771606/download,Contopus,771606,0:08
Eastern Wood Pewee,.mp3,https://xeno-canto.org/694926/download,Contopus,694926,0:50
Eastern Wood Pewee,.mp3,https://xeno-canto.org/692760/download,Contopus,692760,0:43
Eastern Wood Pewee,.mp3,https://xeno-canto.org/691332/download,Contopus,691332,0:49
Eastern Wood Pewee,.mp3,https://xeno-canto.org/691331/download,Contopus,691331,1:08
Eurasian Collared Dove,.wav,https://xeno-canto.org/794190/download,Streptopelia,794190,0:12
Eurasian Collared Dove,.wav,https://xeno-canto.org/794189/download,Streptopelia,794189,0:29
Eurasian Collared Dove,.wav,https://xeno-canto.org/794188/download,Streptopelia,794188,0:31
Eurasian Collared Dove,.wav,https://xeno-canto.org/792293/download,Streptopelia,792293,0:20
Eurasian Collared Dove,.mp3,https://xeno-canto.org/791491/download,Streptopelia,791491,0:26
Common Starling,.mp3,https://xeno-canto.org/793777/download,Sturnus,793777,0:06
Common Starling,.wav,https://xeno-canto.org/792376/download,Sturnus,792376,1:22
Common Starling,.mp3,https://xeno-canto.org/791310/download,Sturnus,791310,0:11
Common Starling,.mp3,https://xeno-canto.org/791309/download,Sturnus,791309,0:12
Common Starling,.mp3,https://xeno-canto.org/791308/download,Sturnus,791308,0:30
Evening Grosbeak,.wav,https://xeno-canto.org/790552/download,Hesperiphona,790552,3:17
Evening Grosbeak,.mp3,https://xeno-canto.org/783806/download,Hesperiphona,783806,0:21
Evening Grosbeak,.wav,https://xeno-canto.org/774839/download,Hesperiphona,774839,0:19
Evening Grosbeak,.mp3,https://xeno-canto.org/737547/download,Hesperiphona,737547,0:34
Evening Grosbeak,.mp3,https://xeno-canto.org/720063/download,Hesperiphona,720063,0:34
Field Sparrow,.mp3,https://xeno-canto.org/738880/download,Spizella,738880,0:46
Field Sparrow,.mp3,https://xeno-canto.org/733478/download,Spizella,733478,1:24
Field Sparrow,.mp3,https://xeno-canto.org/714114/download,Spizella,714114,0:34
Field Sparrow,.mp3,https://xeno-canto.org/714113/download,Spizella,714113,1:24
Field Sparrow,.mp3,https://xeno-canto.org/710899/download,Spizella,710899,0:43
Fish Crow,.mp3,https://xeno-canto.org/661002/download,Corvus,661002,0:34
Fish Crow,.mp3,https://xeno-canto.org/627114/download,Corvus,627114,0:48
Fish Crow,.mp3,https://xeno-canto.org/777095/download,Corvus,777095,3:23
Fish Crow,.mp3,https://xeno-canto.org/745328/download,Corvus,745328,0:21
Fish Crow,.mp3,https://xeno-canto.org/729017/download,Corvus,729017,0:09
Slate-colored Fox Sparrow,.mp3,https://xeno-canto.org/734099/download,Passerella,734099,0:52
Slate-colored Fox Sparrow,.mp3,https://xeno-canto.org/734096/download,Passerella,734096,2:53
Slate-colored Fox Sparrow,.mp3,https://xeno-canto.org/665519/download,Passerella,665519,0:57
Slate-colored Fox Sparrow,.mp3,https://xeno-canto.org/663751/download,Passerella,663751,1:28
Slate-colored Fox Sparrow,.wav,https://xeno-canto.org/782133/download,Passerella,782133,0:51
Gadwall,.wav,https://xeno-canto.org/793963/download,Mareca,793963,0:14
Gadwall,.mp3,https://xeno-canto.org/793500/download,Mareca,793500,0:01
Gadwall,.wav,https://xeno-canto.org/792676/download,Mareca,792676,2:32
Gadwall,.mp3,https://xeno-canto.org/780287/download,Mareca,780287,5:07
Gadwall,.mp3,https://xeno-canto.org/779968/download,Mareca,779968,0:31
Grey-crowned Rosy Finch,.mp3,https://xeno-canto.org/699488/download,Leucosticte,699488,0:54
Grey-crowned Rosy Finch,.mp3,https://xeno-canto.org/680412/download,Leucosticte,680412,0:14
Grey-crowned Rosy Finch,.mp3,https://xeno-canto.org/612890/download,Leucosticte,612890,0:24
Green-tailed Towhee,.mp3,https://xeno-canto.org/786522/download,Pipilo,786522,0:14
Green-tailed Towhee,.wav,https://xeno-canto.org/778484/download,Pipilo,778484,0:34
Green-tailed Towhee,.mp3,https://xeno-canto.org/778036/download,Pipilo,778036,6:10
Green-tailed Towhee,.mp3,https://xeno-canto.org/778033/download,Pipilo,778033,2:25
Green-tailed Towhee,.mp3,https://xeno-canto.org/778032/download,Pipilo,778032,2:26
Eurasian Teal,.mp3,https://xeno-canto.org/792335/download,Anas,792335,0:04
Eurasian Teal,.mp3,https://xeno-canto.org/791789/download,Anas,791789,0:03
Eurasian Teal,.mp3,https://xeno-canto.org/789457/download,Anas,789457,0:20
Eurasian Teal,.wav,https://xeno-canto.org/788732/download,Anas,788732,1:16
Eurasian Teal,.mp3,https://xeno-canto.org/787336/download,Anas,787336,0:04
Golden-crowned Kinglet,.mp3,https://xeno-canto.org/752955/download,Regulus,752955,0:22
Golden-crowned Kinglet,.mp3,https://xeno-canto.org/752953/download,Regulus,752953,2:29
Golden-crowned Kinglet,.mp3,https://xeno-canto.org/749986/download,Regulus,749986,0:21
Golden-crowned Kinglet,.mp3,https://xeno-canto.org/749983/download,Regulus,749983,2:07
Golden-crowned Kinglet,.mp3,https://xeno-canto.org/749753/download,Regulus,749753,0:15
Golden-crowned Sparrow,.wav,https://xeno-canto.org/780824/download,Zonotrichia,780824,1:20
Golden-crowned Sparrow,.mp3,https://xeno-canto.org/697248/download,Zonotrichia,697248,0:42
Golden-crowned Sparrow,.mp3,https://xeno-canto.org/687702/download,Zonotrichia,687702,0:42
Golden-crowned Sparrow,.mp3,https://xeno-canto.org/685679/download,Zonotrichia,685679,1:15
Golden-crowned Sparrow,.mp3,https://xeno-canto.org/683403/download,Zonotrichia,683403,1:47
Golden Eagle,.mp3,https://xeno-canto.org/760119/download,Aquila,760119,0:09
Golden Eagle,.mp3,https://xeno-canto.org/753804/download,Aquila,753804,0:23
Golden Eagle,.mp3,https://xeno-canto.org/753803/download,Aquila,753803,0:21
Golden Eagle,.mp3,https://xeno-canto.org/747421/download,Aquila,747421,1:13
Golden Eagle,.mp3,https://xeno-canto.org/715349/download,Aquila,715349,0:04
Great Blue Heron,.mp3,https://xeno-canto.org/729870/download,Ardea,729870,2:19
Great Blue Heron,.mp3,https://xeno-canto.org/705570/download,Ardea,705570,0:42
Great Blue Heron,.mp3,https://xeno-canto.org/698523/download,Ardea,698523,0:19
Great Blue Heron,.mp3,https://xeno-canto.org/638606/download,Ardea,638606,0:12
Great Blue Heron,.mp3,https://xeno-canto.org/629115/download,Ardea,629115,0:06
Great Crested Flycatcher,.mp3,https://xeno-canto.org/779896/download,Myiarchus,779896,1:03
Great Crested Flycatcher,.mp3,https://xeno-canto.org/725921/download,Myiarchus,725921,2:02
Great Crested Flycatcher,.mp3,https://xeno-canto.org/693681/download,Myiarchus,693681,0:16
Great Crested Flycatcher,.mp3,https://xeno-canto.org/691463/download,Myiarchus,691463,1:08
Great Crested Flycatcher,.mp3,https://xeno-canto.org/691462/download,Myiarchus,691462,2:02
Great Egret,.mp3,https://xeno-canto.org/794542/download,Ardea,794542,0:23
Great Egret,.mp3,https://xeno-canto.org/779171/download,Ardea,779171,0:05
Great Egret,.wav,https://xeno-canto.org/776689/download,Ardea,776689,0:09
Great Egret,.wav,https://xeno-canto.org/776170/download,Ardea,776170,0:14
Great Egret,.mp3,https://xeno-canto.org/773646/download,Ardea,773646,0:12
Greater Roadrunner,.mp3,https://xeno-canto.org/663092/download,Geococcyx,663092,6:01
Greater Roadrunner,.mp3,https://xeno-canto.org/611000/download,Geococcyx,611000,7:19
Greater Roadrunner,.mp3,https://xeno-canto.org/610997/download,Geococcyx,610997,0:14
Greater Roadrunner,.mp3,https://xeno-canto.org/699670/download,Geococcyx,699670,1:05
Greater Roadrunner,.mp3,https://xeno-canto.org/663091/download,Geococcyx,663091,1:22
Greater Yellowlegs,.wav,https://xeno-canto.org/783434/download,Tringa,783434,0:58
Greater Yellowlegs,.wav,https://xeno-canto.org/783428/download,Tringa,783428,0:40
Greater Yellowlegs,.wav,https://xeno-canto.org/779314/download,Tringa,779314,0:13
Greater Yellowlegs,.wav,https://xeno-canto.org/779313/download,Tringa,779313,0:09
Greater Yellowlegs,.wav,https://xeno-canto.org/779310/download,Tringa,779310,0:26
Great Horned Owl,.mp3,https://xeno-canto.org/794459/download,Bubo,794459,1:57
Great Horned Owl,.mp3,https://xeno-canto.org/773382/download,Bubo,773382,1:26
Great Horned Owl,.mp3,https://xeno-canto.org/767284/download,Bubo,767284,0:08
Great Horned Owl,.mp3,https://xeno-canto.org/767278/download,Bubo,767278,0:28
Great Horned Owl,.mp3,https://xeno-canto.org/767276/download,Bubo,767276,1:00
Green Heron,.mp3,https://xeno-canto.org/736756/download,Butorides,736756,0:42
Green Heron,.mp3,https://xeno-canto.org/705571/download,Butorides,705571,0:07
Green Heron,.wav,https://xeno-canto.org/679955/download,Butorides,679955,0:06
Green Heron,.mp3,https://xeno-canto.org/669332/download,Butorides,669332,0:06
Green Heron,.mp3,https://xeno-canto.org/669324/download,Butorides,669324,0:13
Great-tailed Grackle,.mp3,https://xeno-canto.org/742590/download,Quiscalus,742590,0:08
Great-tailed Grackle,.mp3,https://xeno-canto.org/731333/download,Quiscalus,731333,0:33
Great-tailed Grackle,.mp3,https://xeno-canto.org/682582/download,Quiscalus,682582,0:56
Great-tailed Grackle,.mp3,https://xeno-canto.org/679958/download,Quiscalus,679958,2:27
Great-tailed Grackle,.mp3,https://xeno-canto.org/678643/download,Quiscalus,678643,1:43
Grey Catbird,.mp3,https://xeno-canto.org/727096/download,Dumetella,727096,0:53
Grey Catbird,.mp3,https://xeno-canto.org/723796/download,Dumetella,723796,2:30
Grey Catbird,.mp3,https://xeno-canto.org/712972/download,Dumetella,712972,0:23
Grey Catbird,.mp3,https://xeno-canto.org/698712/download,Dumetella,698712,1:31
Grey Catbird,.mp3,https://xeno-canto.org/692169/download,Dumetella,692169,0:26
American Grey Flycatcher,.mp3,https://xeno-canto.org/750382/download,Empidonax,750382,1:42
American Grey Flycatcher,.mp3,https://xeno-canto.org/749023/download,Empidonax,749023,3:31
American Grey Flycatcher,.mp3,https://xeno-canto.org/649104/download,Empidonax,649104,0:27
American Grey Flycatcher,.mp3,https://xeno-canto.org/623245/download,Empidonax,623245,0:40
American Grey Flycatcher,.mp3,https://xeno-canto.org/750384/download,Empidonax,750384,0:25
Hairy Woodpecker,.mp3,https://xeno-canto.org/788011/download,Leuconotopicus,788011,1:27
Hairy Woodpecker,.mp3,https://xeno-canto.org/781251/download,Leuconotopicus,781251,2:03
Hairy Woodpecker,.mp3,https://xeno-canto.org/776033/download,Leuconotopicus,776033,0:54
Hairy Woodpecker,.wav,https://xeno-canto.org/772371/download,Leuconotopicus,772371,0:19
Hairy Woodpecker,.wav,https://xeno-canto.org/772370/download,Leuconotopicus,772370,0:19
Hammond's Flycatcher,.wav,https://xeno-canto.org/764151/download,Empidonax,764151,0:07
Hammond's Flycatcher,.mp3,https://xeno-canto.org/748158/download,Empidonax,748158,0:56
Hammond's Flycatcher,.mp3,https://xeno-canto.org/623238/download,Empidonax,623238,0:29
Hammond's Flycatcher,.mp3,https://xeno-canto.org/612099/download,Empidonax,612099,1:05
Hammond's Flycatcher,.wav,https://xeno-canto.org/782142/download,Empidonax,782142,0:08
European Herring Gull,.mp3,https://xeno-canto.org/787392/download,Larus,787392,0:41
European Herring Gull,.wav,https://xeno-canto.org/785739/download,Larus,785739,0:06
European Herring Gull,.mp3,https://xeno-canto.org/783415/download,Larus,783415,0:06
European Herring Gull,.mp3,https://xeno-canto.org/783349/download,Larus,783349,0:14
European Herring Gull,.mp3,https://xeno-canto.org/782466/download,Larus,782466,0:23
Hermit Thrush,.wav,https://xeno-canto.org/762301/download,Catharus,762301,0:23
Hermit Thrush,.wav,https://xeno-canto.org/762300/download,Catharus,762300,0:44
Hermit Thrush,.mp3,https://xeno-canto.org/750452/download,Catharus,750452,0:04
Hermit Thrush,.mp3,https://xeno-canto.org/750451/download,Catharus,750451,0:23
Hermit Thrush,.mp3,https://xeno-canto.org/750449/download,Catharus,750449,0:33
Hooded Merganser,.wav,https://xeno-canto.org/771796/download,Lophodytes,771796,2:10
Hooded Merganser,.mp3,https://xeno-canto.org/624740/download,Lophodytes,624740,0:01
Grey-hooded Warbler,.mp3,https://xeno-canto.org/790397/download,Phylloscopus,790397,0:29
Grey-hooded Warbler,.mp3,https://xeno-canto.org/790396/download,Phylloscopus,790396,0:51
Grey-hooded Warbler,.mp3,https://xeno-canto.org/787974/download,Phylloscopus,787974,1:02
Grey-hooded Warbler,.mp3,https://xeno-canto.org/787019/download,Phylloscopus,787019,0:58
Grey-hooded Warbler,.wav,https://xeno-canto.org/785754/download,Phylloscopus,785754,1:07
Horned Grebe,.mp3,https://xeno-canto.org/766059/download,Podiceps,766059,0:21
Horned Grebe,.mp3,https://xeno-canto.org/766058/download,Podiceps,766058,0:12
Horned Grebe,.mp3,https://xeno-canto.org/725086/download,Podiceps,725086,2:29
Horned Grebe,.mp3,https://xeno-canto.org/717478/download,Podiceps,717478,1:02
Horned Grebe,.mp3,https://xeno-canto.org/715920/download,Podiceps,715920,0:10
Horned Lark,.mp3,https://xeno-canto.org/786943/download,Eremophila,786943,0:13
Horned Lark,.wav,https://xeno-canto.org/784132/download,Eremophila,784132,1:05
Horned Lark,.wav,https://xeno-canto.org/783582/download,Eremophila,783582,0:49
Horned Lark,.wav,https://xeno-canto.org/769519/download,Eremophila,769519,0:05
Horned Lark,.mp3,https://xeno-canto.org/768852/download,Eremophila,768852,1:25
House Finch,.mp3,https://xeno-canto.org/790022/download,Haemorhous,790022,0:48
House Finch,.mp3,https://xeno-canto.org/788775/download,Haemorhous,788775,0:37
House Finch,.wav,https://xeno-canto.org/764681/download,Haemorhous,764681,0:56
House Finch,.mp3,https://xeno-canto.org/743810/download,Haemorhous,743810,1:19
House Finch,.mp3,https://xeno-canto.org/743188/download,Haemorhous,743188,0:24
House Sparrow,.wav,https://xeno-canto.org/793242/download,Passer,793242,0:14
House Sparrow,.mp3,https://xeno-canto.org/793223/download,Passer,793223,0:52
House Sparrow,.mp3,https://xeno-canto.org/791783/download,Passer,791783,0:31
House Sparrow,.mp3,https://xeno-canto.org/791782/download,Passer,791782,0:30
House Sparrow,.wav,https://xeno-canto.org/791600/download,Passer,791600,0:17
House Wren,.wav,https://xeno-canto.org/789160/download,Troglodytes,789160,0:09
House Wren,.mp3,https://xeno-canto.org/788949/download,Troglodytes,788949,0:44
House Wren,.wav,https://xeno-canto.org/786094/download,Troglodytes,786094,0:50
House Wren,.wav,https://xeno-canto.org/785028/download,Troglodytes,785028,0:19
House Wren,.wav,https://xeno-canto.org/784136/download,Troglodytes,784136,0:34
Indigo Bunting,.mp3,https://xeno-canto.org/787061/download,Passerina,787061,1:56
Indigo Bunting,.mp3,https://xeno-canto.org/764921/download,Passerina,764921,4:06
Indigo Bunting,.mp3,https://xeno-canto.org/738695/download,Passerina,738695,0:36
Indigo Bunting,.mp3,https://xeno-canto.org/738690/download,Passerina,738690,0:31
Indigo Bunting,.mp3,https://xeno-canto.org/729708/download,Passerina,729708,0:43
Juniper Titmouse,.wav,https://xeno-canto.org/780249/download,Baeolophus,780249,0:01
Juniper Titmouse,.mp3,https://xeno-canto.org/700552/download,Baeolophus,700552,3:02
Juniper Titmouse,.mp3,https://xeno-canto.org/662822/download,Baeolophus,662822,0:26
Juniper Titmouse,.mp3,https://xeno-canto.org/638842/download,Baeolophus,638842,0:18
Juniper Titmouse,.mp3,https://xeno-canto.org/613815/download,Baeolophus,613815,1:18
Killdeer,.mp3,https://xeno-canto.org/754226/download,Charadrius,754226,0:06
Killdeer,.mp3,https://xeno-canto.org/707956/download,Charadrius,707956,0:14
Killdeer,.mp3,https://xeno-canto.org/636550/download,Charadrius,636550,0:54
Killdeer,.mp3,https://xeno-canto.org/631971/download,Charadrius,631971,0:41
Killdeer,.mp3,https://xeno-canto.org/631970/download,Charadrius,631970,0:50
Ladder-backed Woodpecker,.wav,https://xeno-canto.org/772782/download,Dryobates,772782,0:46
Ladder-backed Woodpecker,.mp3,https://xeno-canto.org/710959/download,Dryobates,710959,0:12
Ladder-backed Woodpecker,.mp3,https://xeno-canto.org/706108/download,Dryobates,706108,0:24
Ladder-backed Woodpecker,.mp3,https://xeno-canto.org/705806/download,Dryobates,705806,0:21
Ladder-backed Woodpecker,.mp3,https://xeno-canto.org/701067/download,Dryobates,701067,7:33
