cnt,en,extension,file,gen,id,length
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/480700/download,Cyanistes,480700,0:28
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/475660/download,Cyanistes,475660,1:13
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/475461/download,Cyanistes,475461,1:34
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/475456/download,Cyanistes,475456,1:13
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/475455/download,Cyanistes,475455,0:35
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/475442/download,Cyanistes,475442,1:53
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/471869/download,Cyanistes,471869,0:36
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/471712/download,Cyanistes,471712,0:17
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/448438/download,Cyanistes,448438,0:27
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/436079/download,Cyanistes,436079,0:14
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/410030/download,Cyanistes,410030,0:37
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/408213/download,Cyanistes,408213,0:33
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/387399/download,Cyanistes,387399,0:14
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/385957/download,Cyanistes,385957,0:29
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/385398/download,Cyanistes,385398,0:17
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/385397/download,Cyanistes,385397,0:50
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/385308/download,Cyanistes,385308,0:21
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/385173/download,Cyanistes,385173,0:13
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/385085/download,Cyanistes,385085,0:59
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/384222/download,Cyanistes,384222,0:03
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/383497/download,Cyanistes,383497,1:12
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/383496/download,Cyanistes,383496,0:19
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/383493/download,Cyanistes,383493,0:21
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/382194/download,Cyanistes,382194,0:13
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/382193/download,Cyanistes,382193,1:02
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/380260/download,Cyanistes,380260,0:16
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/380259/download,Cyanistes,380259,0:25
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/378436/download,Cyanistes,378436,4:06
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/367567/download,Cyanistes,367567,1:47
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/363988/download,Cyanistes,363988,0:05
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/357199/download,Cyanistes,357199,0:24
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/356402/download,Cyanistes,356402,0:31
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/356401/download,Cyanistes,356401,1:01
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/356183/download,Cyanistes,356183,0:44
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/356178/download,Cyanistes,356178,1:02
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/356125/download,Cyanistes,356125,0:28
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/356124/download,Cyanistes,356124,0:33
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/356115/download,Cyanistes,356115,0:10
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/355529/download,Cyanistes,355529,0:59
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/354454/download,Cyanistes,354454,2:16
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/354450/download,Cyanistes,354450,0:14
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/354432/download,Cyanistes,354432,0:16
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/354431/download,Cyanistes,354431,0:22
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/354430/download,Cyanistes,354430,0:20
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/350924/download,Cyanistes,350924,0:03
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/350639/download,Cyanistes,350639,1:10
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/349449/download,Cyanistes,349449,0:11
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/344400/download,Cyanistes,344400,0:19
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/344399/download,Cyanistes,344399,0:46
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/337418/download,Cyanistes,337418,0:06
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/327009/download,Cyanistes,327009,1:07
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/298858/download,Cyanistes,298858,2:33
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/298382/download,Cyanistes,298382,0:07
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/289337/download,Cyanistes,289337,0:16
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/288205/download,Cyanistes,288205,0:05
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/285378/download,Cyanistes,285378,0:23
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/285377/download,Cyanistes,285377,2:06
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/285276/download,Cyanistes,285276,0:30
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/270372/download,Cyanistes,270372,0:24
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/270370/download,Cyanistes,270370,0:28
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/246207/download,Cyanistes,246207,0:16
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/242017/download,Cyanistes,242017,0:26
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/240792/download,Cyanistes,240792,0:34
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/240791/download,Cyanistes,240791,0:27
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/235556/download,Cyanistes,235556,0:17
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/235218/download,Cyanistes,235218,3:24
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/175133/download,Cyanistes,175133,0:35
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/158021/download,Cyanistes,158021,0:37
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/149724/download,Cyanistes,149724,0:22
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/149394/download,Cyanistes,149394,0:19
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/141552/download,Cyanistes,141552,0:28
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/139545/download,Cyanistes,139545,0:48
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/134637/download,Cyanistes,134637,0:32
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/134324/download,Cyanistes,134324,0:51
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/133374/download,Cyanistes,133374,0:44
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/129692/download,Cyanistes,129692,0:35
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/125793/download,Cyanistes,125793,1:10
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/123401/download,Cyanistes,123401,1:00
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/123399/download,Cyanistes,123399,0:52
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/107671/download,Cyanistes,107671,0:26
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/98633/download,Cyanistes,98633,0:03
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/78076/download,Cyanistes,78076,0:12
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/57020/download,Cyanistes,57020,0:02
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/790088/download,Cyanistes,790088,3:02
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/789856/download,Cyanistes,789856,1:06
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/787355/download,Cyanistes,787355,1:03
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/787353/download,Cyanistes,787353,0:47
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/784085/download,Cyanistes,784085,3:52
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/784062/download,Cyanistes,784062,1:47
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/778442/download,Cyanistes,778442,0:58
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/778440/download,Cyanistes,778440,0:34
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/771352/download,Cyanistes,771352,1:15
France,Eurasian Blue Tit,.wav,https://xeno-canto.org/761984/download,Cyanistes,761984,0:33
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/759566/download,Cyanistes,759566,1:35
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/720990/download,Cyanistes,720990,1:41
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/693237/download,Cyanistes,693237,0:08
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/692268/download,Cyanistes,692268,0:04
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/686096/download,Cyanistes,686096,0:15
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/677849/download,Cyanistes,677849,0:18
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/666402/download,Cyanistes,666402,0:30
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/666348/download,Cyanistes,666348,0:11
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/666346/download,Cyanistes,666346,1:07
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/666345/download,Cyanistes,666345,0:08
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/660981/download,Cyanistes,660981,6:26
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/655140/download,Cyanistes,655140,1:01
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/636864/download,Cyanistes,636864,0:08
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/623147/download,Cyanistes,623147,2:11
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/620374/download,Cyanistes,620374,0:04
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/592589/download,Cyanistes,592589,0:26
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/585384/download,Cyanistes,585384,0:08
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/570147/download,Cyanistes,570147,0:07
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/559423/download,Cyanistes,559423,0:20
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/550284/download,Cyanistes,550284,0:02
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/545426/download,Cyanistes,545426,0:57
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/541876/download,Cyanistes,541876,0:23
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/541761/download,Cyanistes,541761,1:14
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/541514/download,Cyanistes,541514,0:05
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/541324/download,Cyanistes,541324,0:32
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/537810/download,Cyanistes,537810,0:11
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/536321/download,Cyanistes,536321,0:41
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/535476/download,Cyanistes,535476,0:26
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/533703/download,Cyanistes,533703,0:25
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/533702/download,Cyanistes,533702,3:07
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/533701/download,Cyanistes,533701,0:06
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/527006/download,Cyanistes,527006,0:22
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/526960/download,Cyanistes,526960,0:36
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/522280/download,Cyanistes,522280,1:39
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/521156/download,Cyanistes,521156,0:09
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/519662/download,Cyanistes,519662,0:09
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/505578/download,Cyanistes,505578,0:21
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/496557/download,Cyanistes,496557,0:15
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/496556/download,Cyanistes,496556,0:06
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/476211/download,Cyanistes,476211,1:33
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/475459/download,Cyanistes,475459,0:10
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/471711/download,Cyanistes,471711,1:06
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/408212/download,Cyanistes,408212,0:17
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/403253/download,Cyanistes,403253,0:30
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/383510/download,Cyanistes,383510,0:32
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/377166/download,Cyanistes,377166,0:09
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/370289/download,Cyanistes,370289,1:34
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/370282/download,Cyanistes,370282,0:16
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/357118/download,Cyanistes,357118,0:42
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/354442/download,Cyanistes,354442,2:20
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/327010/download,Cyanistes,327010,0:54
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/326559/download,Cyanistes,326559,1:36
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/312547/download,Cyanistes,312547,0:07
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/312423/download,Cyanistes,312423,1:00
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/301067/download,Cyanistes,301067,0:10
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/301065/download,Cyanistes,301065,0:33
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/297395/download,Cyanistes,297395,0:03
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/208081/download,Cyanistes,208081,0:42
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/163974/download,Cyanistes,163974,0:07
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/78075/download,Cyanistes,78075,0:04
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/57019/download,Cyanistes,57019,0:21
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/557325/download,Cyanistes,557325,0:07
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/541516/download,Cyanistes,541516,0:07
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/471601/download,Cyanistes,471601,0:07
France,Eurasian Blue Tit,.wav,https://xeno-canto.org/760020/download,Cyanistes,760020,0:05
France,Eurasian Blue Tit,.mp3,https://xeno-canto.org/430064/download,Cyanistes,430064,0:31
France,Great Tit,.wav,https://xeno-canto.org/792451/download,Parus,792451,0:31
France,Great Tit,.wav,https://xeno-canto.org/790608/download,Parus,790608,0:10
France,Great Tit,.mp3,https://xeno-canto.org/787269/download,Parus,787269,0:26
France,Great Tit,.mp3,https://xeno-canto.org/785151/download,Parus,785151,0:38
France,Great Tit,.mp3,https://xeno-canto.org/784686/download,Parus,784686,0:20
France,Great Tit,.mp3,https://xeno-canto.org/784685/download,Parus,784685,0:22
France,Great Tit,.mp3,https://xeno-canto.org/784259/download,Parus,784259,1:05
France,Great Tit,.mp3,https://xeno-canto.org/782693/download,Parus,782693,0:42
France,Great Tit,.mp3,https://xeno-canto.org/782692/download,Parus,782692,0:37
France,Great Tit,.mp3,https://xeno-canto.org/782691/download,Parus,782691,0:20
France,Great Tit,.mp3,https://xeno-canto.org/782225/download,Parus,782225,0:27
France,Great Tit,.mp3,https://xeno-canto.org/778405/download,Parus,778405,0:43
France,Great Tit,.mp3,https://xeno-canto.org/778403/download,Parus,778403,1:22
France,Great Tit,.mp3,https://xeno-canto.org/775537/download,Parus,775537,0:29
France,Great Tit,.mp3,https://xeno-canto.org/773423/download,Parus,773423,0:42
France,Great Tit,.mp3,https://xeno-canto.org/767873/download,Parus,767873,0:28
France,Great Tit,.mp3,https://xeno-canto.org/767786/download,Parus,767786,0:22
France,Great Tit,.mp3,https://xeno-canto.org/767779/download,Parus,767779,0:26
France,Great Tit,.mp3,https://xeno-canto.org/749474/download,Parus,749474,1:14
France,Great Tit,.mp3,https://xeno-canto.org/738297/download,Parus,738297,0:37
France,Great Tit,.mp3,https://xeno-canto.org/732508/download,Parus,732508,0:18
France,Great Tit,.mp3,https://xeno-canto.org/730822/download,Parus,730822,0:16
France,Great Tit,.mp3,https://xeno-canto.org/730821/download,Parus,730821,0:44
France,Great Tit,.mp3,https://xeno-canto.org/729679/download,Parus,729679,0:11
France,Great Tit,.mp3,https://xeno-canto.org/724068/download,Parus,724068,0:33
France,Great Tit,.mp3,https://xeno-canto.org/722044/download,Parus,722044,0:17
France,Great Tit,.mp3,https://xeno-canto.org/720193/download,Parus,720193,0:13
France,Great Tit,.mp3,https://xeno-canto.org/718274/download,Parus,718274,0:09
France,Great Tit,.mp3,https://xeno-canto.org/718046/download,Parus,718046,0:09
France,Great Tit,.mp3,https://xeno-canto.org/716606/download,Parus,716606,0:57
France,Great Tit,.mp3,https://xeno-canto.org/716109/download,Parus,716109,1:11
France,Great Tit,.mp3,https://xeno-canto.org/715846/download,Parus,715846,0:41
France,Great Tit,.mp3,https://xeno-canto.org/714230/download,Parus,714230,0:27
France,Great Tit,.mp3,https://xeno-canto.org/712879/download,Parus,712879,0:31
France,Great Tit,.mp3,https://xeno-canto.org/712362/download,Parus,712362,0:28
France,Great Tit,.mp3,https://xeno-canto.org/711263/download,Parus,711263,1:27
France,Great Tit,.mp3,https://xeno-canto.org/709335/download,Parus,709335,0:31
France,Great Tit,.mp3,https://xeno-canto.org/707386/download,Parus,707386,0:28
France,Great Tit,.mp3,https://xeno-canto.org/707385/download,Parus,707385,0:22
France,Great Tit,.mp3,https://xeno-canto.org/707384/download,Parus,707384,0:12
France,Great Tit,.mp3,https://xeno-canto.org/702730/download,Parus,702730,0:23
France,Great Tit,.mp3,https://xeno-canto.org/702724/download,Parus,702724,0:41
France,Great Tit,.mp3,https://xeno-canto.org/702690/download,Parus,702690,0:31
France,Great Tit,.mp3,https://xeno-canto.org/702685/download,Parus,702685,1:01
France,Great Tit,.mp3,https://xeno-canto.org/702431/download,Parus,702431,2:30
France,Great Tit,.mp3,https://xeno-canto.org/700279/download,Parus,700279,0:33
France,Great Tit,.mp3,https://xeno-canto.org/699521/download,Parus,699521,0:15
France,Great Tit,.mp3,https://xeno-canto.org/699177/download,Parus,699177,0:14
France,Great Tit,.mp3,https://xeno-canto.org/698232/download,Parus,698232,1:02
France,Great Tit,.mp3,https://xeno-canto.org/697946/download,Parus,697946,0:53
France,Great Tit,.mp3,https://xeno-canto.org/697854/download,Parus,697854,0:13
France,Great Tit,.mp3,https://xeno-canto.org/697542/download,Parus,697542,1:03
France,Great Tit,.mp3,https://xeno-canto.org/696768/download,Parus,696768,0:51
France,Great Tit,.mp3,https://xeno-canto.org/695859/download,Parus,695859,0:29
France,Great Tit,.mp3,https://xeno-canto.org/695365/download,Parus,695365,0:08
France,Great Tit,.mp3,https://xeno-canto.org/694031/download,Parus,694031,0:29
France,Great Tit,.mp3,https://xeno-canto.org/682946/download,Parus,682946,0:16
France,Great Tit,.mp3,https://xeno-canto.org/682904/download,Parus,682904,0:40
France,Great Tit,.mp3,https://xeno-canto.org/682903/download,Parus,682903,0:20
France,Great Tit,.mp3,https://xeno-canto.org/682902/download,Parus,682902,0:23
France,Great Tit,.mp3,https://xeno-canto.org/682901/download,Parus,682901,0:33
France,Great Tit,.mp3,https://xeno-canto.org/682900/download,Parus,682900,0:22
France,Great Tit,.mp3,https://xeno-canto.org/682899/download,Parus,682899,0:18
France,Great Tit,.mp3,https://xeno-canto.org/682898/download,Parus,682898,0:11
France,Great Tit,.mp3,https://xeno-canto.org/682897/download,Parus,682897,0:35
France,Great Tit,.mp3,https://xeno-canto.org/682896/download,Parus,682896,0:17
France,Great Tit,.mp3,https://xeno-canto.org/682895/download,Parus,682895,0:22
France,Great Tit,.mp3,https://xeno-canto.org/682784/download,Parus,682784,0:17
France,Great Tit,.mp3,https://xeno-canto.org/682783/download,Parus,682783,0:45
France,Great Tit,.mp3,https://xeno-canto.org/659799/download,Parus,659799,0:27
France,Great Tit,.mp3,https://xeno-canto.org/659797/download,Parus,659797,0:46
France,Great Tit,.mp3,https://xeno-canto.org/659796/download,Parus,659796,0:28
France,Great Tit,.mp3,https://xeno-canto.org/650119/download,Parus,650119,2:18
France,Great Tit,.mp3,https://xeno-canto.org/650107/download,Parus,650107,23:13
France,Great Tit,.mp3,https://xeno-canto.org/644945/download,Parus,644945,1:58
France,Great Tit,.mp3,https://xeno-canto.org/644286/download,Parus,644286,0:42
France,Great Tit,.mp3,https://xeno-canto.org/640181/download,Parus,640181,1:14
France,Great Tit,.mp3,https://xeno-canto.org/640057/download,Parus,640057,2:01
France,Great Tit,.mp3,https://xeno-canto.org/639786/download,Parus,639786,1:53
France,Great Tit,.mp3,https://xeno-canto.org/637439/download,Parus,637439,0:38
France,Great Tit,.mp3,https://xeno-canto.org/636709/download,Parus,636709,0:11
France,Great Tit,.mp3,https://xeno-canto.org/633254/download,Parus,633254,0:55
France,Great Tit,.mp3,https://xeno-canto.org/632303/download,Parus,632303,0:50
France,Great Tit,.mp3,https://xeno-canto.org/630120/download,Parus,630120,0:18
France,Great Tit,.mp3,https://xeno-canto.org/627276/download,Parus,627276,1:20
France,Great Tit,.mp3,https://xeno-canto.org/627274/download,Parus,627274,0:51
France,Great Tit,.mp3,https://xeno-canto.org/626693/download,Parus,626693,0:35
France,Great Tit,.mp3,https://xeno-canto.org/626137/download,Parus,626137,0:41
France,Great Tit,.mp3,https://xeno-canto.org/625696/download,Parus,625696,0:51
France,Great Tit,.mp3,https://xeno-canto.org/623153/download,Parus,623153,0:03
France,Great Tit,.mp3,https://xeno-canto.org/620251/download,Parus,620251,0:31
France,Great Tit,.mp3,https://xeno-canto.org/619330/download,Parus,619330,0:01
France,Great Tit,.mp3,https://xeno-canto.org/618980/download,Parus,618980,0:36
France,Great Tit,.mp3,https://xeno-canto.org/618979/download,Parus,618979,0:31
France,Great Tit,.mp3,https://xeno-canto.org/618977/download,Parus,618977,0:39
France,Great Tit,.mp3,https://xeno-canto.org/618975/download,Parus,618975,0:34
France,Great Tit,.mp3,https://xeno-canto.org/618973/download,Parus,618973,1:20
France,Great Tit,.mp3,https://xeno-canto.org/613706/download,Parus,613706,1:15
France,Great Tit,.mp3,https://xeno-canto.org/606453/download,Parus,606453,0:54
France,Great Tit,.mp3,https://xeno-canto.org/602234/download,Parus,602234,1:44
France,Great Tit,.mp3,https://xeno-canto.org/602231/download,Parus,602231,0:27
France,Great Tit,.mp3,https://xeno-canto.org/602153/download,Parus,602153,2:03
France,Great Tit,.mp3,https://xeno-canto.org/602152/download,Parus,602152,0:14
France,Great Tit,.mp3,https://xeno-canto.org/602151/download,Parus,602151,0:59
France,Great Tit,.mp3,https://xeno-canto.org/602149/download,Parus,602149,1:44
France,Great Tit,.mp3,https://xeno-canto.org/602148/download,Parus,602148,0:25
France,Great Tit,.mp3,https://xeno-canto.org/600871/download,Parus,600871,0:10
France,Great Tit,.mp3,https://xeno-canto.org/600870/download,Parus,600870,0:12
France,Great Tit,.mp3,https://xeno-canto.org/593044/download,Parus,593044,0:27
France,Great Tit,.mp3,https://xeno-canto.org/592293/download,Parus,592293,0:09
France,Great Tit,.mp3,https://xeno-canto.org/556939/download,Parus,556939,3:23
France,Great Tit,.mp3,https://xeno-canto.org/556936/download,Parus,556936,0:19
France,Great Tit,.mp3,https://xeno-canto.org/556935/download,Parus,556935,0:30
France,Great Tit,.mp3,https://xeno-canto.org/555805/download,Parus,555805,1:14
France,Great Tit,.mp3,https://xeno-canto.org/554372/download,Parus,554372,0:32
France,Great Tit,.mp3,https://xeno-canto.org/553204/download,Parus,553204,0:14
France,Great Tit,.mp3,https://xeno-canto.org/551801/download,Parus,551801,0:15
France,Great Tit,.mp3,https://xeno-canto.org/551785/download,Parus,551785,0:13
France,Great Tit,.mp3,https://xeno-canto.org/550313/download,Parus,550313,1:06
France,Great Tit,.mp3,https://xeno-canto.org/549661/download,Parus,549661,2:55
France,Great Tit,.mp3,https://xeno-canto.org/545849/download,Parus,545849,13:07
France,Great Tit,.mp3,https://xeno-canto.org/545839/download,Parus,545839,4:39
France,Great Tit,.mp3,https://xeno-canto.org/545174/download,Parus,545174,0:38
France,Great Tit,.mp3,https://xeno-canto.org/543377/download,Parus,543377,1:39
France,Great Tit,.mp3,https://xeno-canto.org/543375/download,Parus,543375,0:40
France,Great Tit,.mp3,https://xeno-canto.org/542852/download,Parus,542852,1:16
France,Great Tit,.mp3,https://xeno-canto.org/542689/download,Parus,542689,1:19
France,Great Tit,.mp3,https://xeno-canto.org/542688/download,Parus,542688,1:11
France,Great Tit,.mp3,https://xeno-canto.org/542686/download,Parus,542686,0:12
France,Great Tit,.mp3,https://xeno-canto.org/542685/download,Parus,542685,1:25
France,Great Tit,.mp3,https://xeno-canto.org/541533/download,Parus,541533,0:24
France,Great Tit,.mp3,https://xeno-canto.org/541531/download,Parus,541531,0:41
France,Great Tit,.mp3,https://xeno-canto.org/541528/download,Parus,541528,1:30
France,Great Tit,.mp3,https://xeno-canto.org/541526/download,Parus,541526,0:56
France,Great Tit,.mp3,https://xeno-canto.org/541522/download,Parus,541522,0:26
France,Great Tit,.mp3,https://xeno-canto.org/541517/download,Parus,541517,1:26
France,Great Tit,.mp3,https://xeno-canto.org/541515/download,Parus,541515,1:27
France,Great Tit,.mp3,https://xeno-canto.org/538945/download,Parus,538945,1:08
France,Great Tit,.mp3,https://xeno-canto.org/538934/download,Parus,538934,0:33
France,Great Tit,.mp3,https://xeno-canto.org/537814/download,Parus,537814,1:02
France,Great Tit,.mp3,https://xeno-canto.org/537813/download,Parus,537813,2:22
France,Great Tit,.mp3,https://xeno-canto.org/537232/download,Parus,537232,0:22
France,Great Tit,.mp3,https://xeno-canto.org/537231/download,Parus,537231,0:42
France,Great Tit,.mp3,https://xeno-canto.org/537226/download,Parus,537226,0:37
France,Great Tit,.mp3,https://xeno-canto.org/537192/download,Parus,537192,0:44
France,Great Tit,.mp3,https://xeno-canto.org/536592/download,Parus,536592,0:35
France,Great Tit,.mp3,https://xeno-canto.org/536587/download,Parus,536587,1:01
France,Great Tit,.mp3,https://xeno-canto.org/536586/download,Parus,536586,0:07
France,Great Tit,.mp3,https://xeno-canto.org/536585/download,Parus,536585,0:08
France,Great Tit,.mp3,https://xeno-canto.org/536563/download,Parus,536563,0:31
France,Great Tit,.mp3,https://xeno-canto.org/536136/download,Parus,536136,3:36
France,Great Tit,.mp3,https://xeno-canto.org/535850/download,Parus,535850,1:28
France,Great Tit,.mp3,https://xeno-canto.org/535794/download,Parus,535794,0:07
France,Great Tit,.mp3,https://xeno-canto.org/535697/download,Parus,535697,1:07
